Term ,High School Name,High School CEEB,City,County,Zip Code,Total Attending SUNY Institutions,Attending SUNY Doctoral Institutions,Attending SUNY Comprehensive Colleges,Attending SUNY Technology Colleges,Attending SUNY Community Colleges,Location 1
Fall 2018,Green Meadow Waldorf School,335316,Spring Valley,Rockland,10977,<4,<4,0,0,<4,"Spring Valley, NY 10977
(41.116859, -74.047476)"
Fall 2018,Monsey Beis Chaya Mushka,333326,Monsey,Rockland,10952,<4,0,0,0,<4,"Monsey, NY 10952
(41.115844, -74.078248)"
Fall 2018,Nanuet Senior High School,333273,Nanuet,Rockland,10954,80,18,26,<4,33,"Nanuet, NY 10954
(41.100807, -74.012827)"
Fall 2018,North Rockland High School,332310,Thiells,Rockland,10984,354,32,51,8,263,"Thiells, NY 10984
(41.206597, -74.018017)"
Fall 2018,Nyack High School,334255,Upper Nyack,Rockland,10960,85,20,21,<4,43,"Upper Nyack, NY 10960
(41.088374, -73.925167)"
Fall 2018,Pearl River High School,334445,Pearl River,Rockland,10965,49,20,17,0,12,"Pearl River, NY 10965
(41.062283, -74.014437)"
Fall 2018,Ramapo High School,335309,Spring Valley,Rockland,10977,102,5,12,5,80,"Spring Valley, NY 10977
(41.116859, -74.047476)"
Fall 2018,Rockland Country Day School,335281,Congers,Rockland,10920,<4,0,0,0,<4,"Congers, NY 10920
(41.152106, -73.940996)"
Fall 2018,Spring Valley High School,335310,Spring Valley,Rockland,10977,100,5,10,7,78,"Spring Valley, NY 10977
(41.116859, -74.047476)"
Fall 2018,Suffern High School,335435,Suffern,Rockland,10901,159,39,37,<4,81,"Suffern, NY 10901
(41.126514, -74.114529)"
Fall 2018,Summit School,335678,Upper Nyack,Rockland,10960,7,<4,<4,0,<4,"Upper Nyack, NY 10960
(41.088374, -73.925167)"
Fall 2018,Tappan Zee High School,334515,Orangeburg,Rockland,10962,84,28,14,<4,40,"Orangeburg, NY 10962
(41.046226, -73.961988)"
Fall 2018,Yrsrh Of Monsey,335311,Spring Valley,Rockland,10977,<4,0,0,0,<4,"Spring Valley, NY 10977
(41.116859, -74.047476)"
Fall 2018,Augustine Classical Academy,333097,Mechanicville,Saratoga,12118,<4,<4,0,0,<4,"Mechanicville, NY 12118
(42.916667, -73.722451)"
Fall 2018,Ballston Spa High School,330305,Ballston Spa,Saratoga,12020,176,20,26,6,124,"Ballston Spa, NY 12020
(43.004269, -73.854217)"
Fall 2018,Burnt Hills - Ballston Lake  H,331140,Burnt Hills,Saratoga,12027,114,18,29,8,59,"Burnt Hills, NY 12027
(42.917471, -73.906378)"
Fall 2018,Corinth High School,331485,Corinth,Saratoga,12822,38,0,<4,<4,35,"Corinth, NY 12822
(43.250373, -73.862657)"
Fall 2018,Galway High School,332030,Galway,Saratoga,12074,43,8,<4,7,24,"Galway, NY 12074
(43.045567, -74.045908)"
Fall 2018,Mechanicville High School,333090,Mechanicville,Saratoga,12118,51,<4,9,<4,34,"Mechanicville, NY 12118
(42.916667, -73.722451)"
Fall 2018,Saratoga Central Catholic Jr -,335050,Saratoga Springs,Saratoga,12866,11,<4,<4,0,7,"Saratoga Springs, NY 12866
(43.07772, -73.759248)"
Fall 2018,Saratoga Springs High School,335045,Saratoga Springs,Saratoga,12866,213,43,58,6,106,"Saratoga Springs, NY 12866
(43.07772, -73.759248)"
Fall 2018,Schuylerville Jr. Sr. High Sch,335140,Schuylerville,Saratoga,12871,76,7,17,<4,51,"Schuylerville, NY 12871
(43.095897, -73.610098)"
Fall 2018,Shenendehowa High School,331845,Clifton Park,Saratoga,12065,379,96,94,18,171,"Clifton Park, NY 12065
(42.852843, -73.783424)"
Fall 2018,South Glens Falls High School,335265,South Glens Fall,Saratoga,12803,125,7,23,5,90,"South Glens Fall, NY 12803
(43.287208, -73.636738)"
Fall 2018,Stillwater Central School,335415,Stillwater,Saratoga,12170,47,<4,8,<4,34,"Stillwater, NY 12170
(42.995635, -73.661774)"
Fall 2018,The King'S School,332747,Hadley,Saratoga,12835,7,<4,<4,0,<4,"Hadley, NY 12835
(43.303561, -73.971008)"
Fall 2018,Waldorf School Of Saratoga Spr,335053,Saratoga Springs,Saratoga,12866,<4,0,<4,0,0,"Saratoga Springs, NY 12866
(43.07772, -73.759248)"
Fall 2018,Waterford - Halfmoon Jr - Sr,335800,Waterford,Saratoga,12188,37,<4,<4,<4,31,"Waterford, NY 12188
(42.815297, -73.699726)"
Fall 2018,Duanesburg Central Jr Sr High,331585,Delanson,Schenectady,12053,30,5,6,<4,17,"Delanson, NY 12053
(42.74776, -74.184758)"
Fall 2018,Mekeel Christian Academy,335147,Scotia,Schenectady,12302,<4,<4,0,<4,<4,"Scotia, NY 12302
(42.866806, -73.967054)"
Fall 2018,Mohonasen Senior High School,335103,Schenectady,Schenectady,12303,108,11,8,7,82,"Schenectady, NY 12303
(42.759175, -73.932117)"
Fall 2018,Niskayuna High School,335110,Niskayuna,Schenectady,12309,144,28,27,9,80,"Niskayuna, NY 12309
(42.799243, -73.875502)"
Fall 2018,Notre Dame Bishop Gibbons H S,335098,Schenectady,Schenectady,12304,15,<4,<4,0,12,"Schenectady, NY 12304
(42.778181, -73.902335)"
Fall 2018,Schalmont High School,335122,Schenectady,Schenectady,12306,79,13,8,6,52,"Schenectady, NY 12306
(42.798298, -74.002183)"
Fall 2018,Schenectady High School,335102,Schenectady,Schenectady,12308,252,18,22,10,202,"Schenectady, NY 12308
(42.819985, -73.919687)"
Fall 2018,Scotia - Glenville High School,335150,Scotia,Schenectady,12302,94,8,20,5,61,"Scotia, NY 12302
(42.866806, -73.967054)"
Fall 2018,The School At Northeast,335104,Schenectady,Schenectady,12304,<4,0,0,0,<4,"Schenectady, NY 12304
(42.778181, -73.902335)"
Fall 2018,Cobleskill- Richmondville  H S,331415,Richmondville,Schoharie,12149,56,<4,6,32,14,"Richmondville, NY 12149
(42.624772, -74.573729)"
Fall 2018,Gilboa - Conesville Central Sc,332090,Gilboa,Schoharie,12076,<4,<4,<4,0,<4,"Gilboa, NY 12076
(42.412625, -74.393259)"
Fall 2018,Jefferson Central School,332620,Jefferson,Schoharie,12093,12,<4,<4,5,<4,"Jefferson, NY 12093
(42.492264, -74.627124)"
Fall 2018,Middleburgh Jr/Sr Central High,333110,Middleburgh,Schoharie,12122,37,7,<4,20,8,"Middleburgh, NY 12122
(42.544091, -74.309229)"
Fall 2018,Schoharie Central School,335130,Schoharie,Schoharie,12157,38,8,9,9,12,"Schoharie, NY 12157
(42.667807, -74.296222)"
Fall 2018,Sharon Springs Central School,335170,Sharon Springs,Schoharie,13459,8,<4,<4,<4,<4,"Sharon Springs, NY 13459
(42.775785, -74.589047)"
Fall 2018,Bradford Central School,330475,Bradford,Schuyler,14815,<4,0,<4,<4,<4,"Bradford, NY 14815
(42.374311, -77.093748)"
Fall 2018,Odessa - Montour High School,334275,Odessa,Schuyler,14869,11,<4,5,0,<4,"Odessa, NY 14869
(42.368198, -76.772838)"
Fall 2018,Watkins Glen High School,335840,Watkins Glen,Schuyler,14891,25,<4,8,7,7,"Watkins Glen, NY 14891
(42.374999, -76.93086)"
Fall 2018,Finger Lakes Christian School,335803,Seneca Falls,Seneca,13148,<4,0,0,0,<4,"Seneca Falls, NY 13148
(42.913822, -76.783976)"
Fall 2018,Mynderse Academy,335165,Seneca Falls,Seneca,13148,50,<4,17,<4,26,"Seneca Falls, NY 13148
(42.913822, -76.783976)"
Fall 2018,Romulus Central School,334910,Romulus,Seneca,14541,18,0,0,<4,17,"Romulus, NY 14541
(42.748897, -76.85811)"
Fall 2018,South Seneca Middle / High Sch,332515,Ovid,Seneca,14521,22,5,<4,<4,10,"Ovid, NY 14521
(42.67534, -76.809667)"
Fall 2018,Waterloo Senior High School,335805,Waterloo,Seneca,13165,55,<4,6,6,42,"Waterloo, NY 13165
(42.911888, -76.876553)"
Fall 2018,Addison Central School,330010,Addison,Steuben,14801,12,0,<4,5,<4,"Addison, NY 14801
(42.09552, -77.284231)"
Fall 2018,Arkport Central School,330220,Arkport,Steuben,14807,18,<4,<4,10,<4,"Arkport, NY 14807
(42.418802, -77.708227)"
Fall 2018,Avoca Central School,330275,Avoca,Steuben,14809,5,0,<4,<4,<4,"Avoca, NY 14809
(42.418947, -77.440737)"
Fall 2018,Campbell - Savona Central Scho,331180,Campbell,Steuben,14821,13,<4,6,<4,<4,"Campbell, NY 14821
(42.232137, -77.214567)"
Fall 2018,Canisteo - Greenwood Central S,331215,Canisteo,Steuben,14823,27,<4,6,16,<4,"Canisteo, NY 14823
(42.252408, -77.560624)"
Fall 2018,Corning Christian Academy,331491,Corning,Steuben,14830,<4,<4,0,0,0,"Corning, NY 14830
(42.132487, -77.038021)"
Fall 2018,Corning Painted Post High Scho,331490,Corning,Steuben,14830,54,21,19,8,6,"Corning, NY 14830
(42.132487, -77.038021)"
Fall 2018,Corning - Painted Post West  H,334395,Painted Post,Steuben,14870,5,0,<4,<4,<4,"Painted Post, NY 14870
(42.163564, -77.126435)"
Fall 2018,Hammondsport High School,332250,Hammondsport,Steuben,14840,17,<4,<4,5,7,"Hammondsport, NY 14840
(42.444864, -77.181609)"
Fall 2018,Haverling High School,330340,Bath,Steuben,14810,23,6,5,5,7,"Bath, NY 14810
(42.346447, -77.343857)"
Fall 2018,Hornell High School,332460,Hornell,Steuben,14843,44,<4,6,27,9,"Hornell, NY 14843
(42.333429, -77.643687)"
Fall 2018,Jasper - Troupsburg Central Sc,332615,Jasper,Steuben,14855,6,0,0,6,0,"Jasper, NY 14855
(42.134002, -77.507424)"
Fall 2018,Prattsburgh Central School,334635,Prattsburgh,Steuben,14873,10,<4,<4,<4,5,"Prattsburgh, NY 14873
(42.523492, -77.293814)"
Fall 2018,Wayland - Cohocton High School,335850,Wayland,Steuben,14572,39,<4,13,9,15,"Wayland, NY 14572
(42.558919, -77.575008)"
Fall 2018,Clifton - Fine Central School,335335,Star Lake,St. Lawrence,13690,9,<4,<4,<4,<4,"Star Lake, NY 13690
(44.158351, -75.006734)"
Fall 2018,Colton - Pierrepont Central Sc,331450,Colton,St. Lawrence,13625,16,0,7,7,<4,"Colton, NY 13625
(44.36701, -74.83126)"
Fall 2018,Edwards - Knox Central School,334949,Hermon,St. Lawrence,13652,13,<4,<4,7,0,"Hermon, NY 13652
(44.438635, -75.211065)"
Fall 2018,Gouverneur Central School,332145,Gouverneur,St. Lawrence,13642,43,<4,12,19,9,"Gouverneur, NY 13642
(44.328848, -75.467222)"
Fall 2018,Hammond Central School,332245,Hammond,St. Lawrence,13646,14,<4,<4,<4,8,"Hammond, NY 13646
(44.44678, -75.681701)"
Fall 2018,Hermon - Dekalb Central School,332350,De Kalb Junction,St. Lawrence,13630,10,0,<4,7,<4,"De Kalb Junction, NY 13630
(44.497236, -75.307922)"
Fall 2018,Heuvelton Central School,332355,Heuvelton,St. Lawrence,13654,14,0,<4,7,<4,"Heuvelton, NY 13654
(44.590026, -75.428989)"
Fall 2018,Holy Name Of Jesus Academy,333067,Massena,St. Lawrence,13662,<4,0,<4,0,0,"Massena, NY 13662
(44.936118, -74.870625)"
Fall 2018,Hugh C Williams Sr High School,331220,Canton,St. Lawrence,13617,35,<4,13,14,5,"Canton, NY 13617
(44.58107, -75.1409)"
Fall 2018,Knox Memorial Central School,334950,Russell,St. Lawrence,13684,<4,0,0,0,<4,"Russell, NY 13684
(44.377162, -75.060779)"
Fall 2018,Lisbon Central School,332830,Lisbon,St. Lawrence,13658,20,0,9,10,<4,"Lisbon, NY 13658
(44.735867, -75.278836)"
Fall 2018,Madrid - Waddington Central Sc,332970,Madrid,St. Lawrence,13660,26,<4,12,9,<4,"Madrid, NY 13660
(44.772478, -75.153908)"
Fall 2018,Massena Central High School,333065,Massena,St. Lawrence,13662,86,<4,40,27,16,"Massena, NY 13662
(44.936118, -74.870625)"
Fall 2018,Morristown Central School,333235,Morristown,St. Lawrence,13664,11,0,5,<4,<4,"Morristown, NY 13664
(44.586449, -75.648291)"
Fall 2018,Norwood - Norfolk Central Scho,334245,Norwood,St. Lawrence,13668,34,<4,17,15,<4,"Norwood, NY 13668
(44.751294, -74.988091)"
Fall 2018,Ogdensburg Free Academy,334280,Ogdensburg,St. Lawrence,13669,51,<4,20,23,7,"Ogdensburg, NY 13669
(44.652305, -75.506864)"
Fall 2018,Parishville - Hopkinton Centra,334415,Parishville,St. Lawrence,13672,14,0,5,7,<4,"Parishville, NY 13672
(44.544951, -74.764581)"
Fall 2018,Potsdam Central High School,334610,Potsdam,St. Lawrence,13676,41,<4,27,9,<4,"Potsdam, NY 13676
(44.65525, -74.932432)"
Fall 2018,St. Lawrence Central High Scho,330485,Brasher Falls,St. Lawrence,13613,33,<4,11,13,7,"Brasher Falls, NY 13613
(44.857738, -74.735473)"
Fall 2018,The Clarkson School,334608,Potsdam,St. Lawrence,13699,<4,0,<4,0,0,"Potsdam, NY 13699
(44.662691, -74.994429)"
Fall 2018,Academy Of Saint Joseph,330490,Brentwood,Suffolk,11717,<4,0,0,0,<4,"Brentwood, NY 11717
(40.78528, -73.247736)"
Fall 2018,Amityville Memorial High Sch,330155,Amityville,Suffolk,11701,93,5,11,10,67,"Amityville, NY 11701
(40.686478, -73.414186)"
Fall 2018,Babylon Jr Sr High School,330285,Babylon,Suffolk,11702,58,10,15,13,20,"Babylon, NY 11702
(40.653301, -73.380416)"
Fall 2018,Bayport Bluepoint H S,330345,Bayport,Suffolk,11705,81,17,23,5,36,"Bayport, NY 11705
(40.747853, -73.05358)"
Fall 2018,Bay Shore High School,330350,Bay Shore,Suffolk,11706,184,27,21,11,125,"Bay Shore, NY 11706
(40.729218, -73.255404)"
Fall 2018,Bellport High School,330390,Brookhaven,Suffolk,11719,137,13,16,<4,104,"Brookhaven, NY 11719
(40.782948, -72.911452)"
Fall 2018,Brennan High School,335217,North Babylon,Suffolk,11704,<4,0,0,0,<4,"North Babylon, NY 11704
(40.718568, -73.35823)"
Fall 2018,Brentwood High School,331142,Brentwood,Suffolk,11717,486,25,27,58,376,"Brentwood, NY 11717
(40.78528, -73.247736)"
Fall 2018,Brentwood High School,330495,Brentwood,Suffolk,11717,51,<4,0,<4,47,"Brentwood, NY 11717
(40.78528, -73.247736)"
Fall 2018,Brentwood - Sonderling H S,330496,Brentwood,Suffolk,11717,44,0,0,0,44,"Brentwood, NY 11717
(40.78528, -73.247736)"
Fall 2018,Bridgehampton Union Free Schoo,330510,Bridgehampton,Suffolk,11932,16,<4,<4,<4,12,"Bridgehampton, NY 11932
(40.943618, -72.304472)"
Fall 2018,Centereach High School,331281,Centereach,Suffolk,11720,168,43,29,8,88,"Centereach, NY 11720
(40.871411, -73.081448)"
Fall 2018,Center Moriches High School,331285,Center Moriches,Suffolk,11934,40,11,14,<4,12,"Center Moriches, NY 11934
(40.803541, -72.795143)"
Fall 2018,Central Islip High School,331290,Central Islip,Suffolk,11722,211,9,16,13,173,"Central Islip, NY 11722
(40.783771, -73.198651)"
Fall 2018,Cold Spring Harbor High School,331437,Cold Spring Harb,Suffolk,11724,27,15,<4,<4,8,"Cold Spring Harb, NY 11724
(40.865498, -73.453205)"
Fall 2018,Commack High School,331453,Commack,Suffolk,11725,233,81,56,27,69,"Commack, NY 11725
(40.839488, -73.280971)"
Fall 2018,Comsewogue High School,334587,Port Jefferson S,Suffolk,11776,136,21,18,<4,93,"Port Jefferson S, NY 11776
(40.912552, -73.047042)"
Fall 2018,Connetquot High School,330449,Bohemia,Suffolk,11716,238,39,46,33,120,"Bohemia, NY 11716
(40.769987, -73.113941)"
Fall 2018,Deer Park High School,331583,Deer Park,Suffolk,11729,186,22,24,32,108,"Deer Park, NY 11729
(40.761014, -73.326213)"
Fall 2018,Earl L Vandermeulen High Schoo,334585,Port Jefferson,Suffolk,11777,31,8,6,0,17,"Port Jefferson, NY 11777
(40.94729, -73.060844)"
Fall 2018,East Hampton High School,331700,East Hampton,Suffolk,11937,66,11,15,<4,37,"East Hampton, NY 11937
(40.990944, -72.182673)"
Fall 2018,East Islip High School,331705,Islip Terrace,Suffolk,11752,144,17,37,22,68,"Islip Terrace, NY 11752
(40.755051, -73.182662)"
Fall 2018,Eastport South Manor Jr Sr Hig,331725,Manorville,Suffolk,11949,161,24,31,6,100,"Manorville, NY 11949
(40.85473, -72.789301)"
Fall 2018,Elwood John H Glenn  High Scho,332489,East Northport,Suffolk,11731,90,31,20,10,29,"East Northport, NY 11731
(40.864834, -73.317892)"
Fall 2018,Fishers Island School,331905,Fishers Island,Suffolk,6390,<4,0,<4,0,0,"Fishers Island, NY 6390
(41.260748, -71.998112)"
Fall 2018,Greenport High School,332185,Greenport,Suffolk,11944,29,<4,7,0,19,"Greenport, NY 11944
(41.104722, -72.369885)"
Fall 2018,Half Hollow Hills High School,332493,Dix Hills,Suffolk,11746,182,70,38,27,47,"Dix Hills, NY 11746
(40.815715, -73.364729)"
Fall 2018,Half Hollow Hills H S West,331627,Dix Hills,Suffolk,11746,120,33,20,22,45,"Dix Hills, NY 11746
(40.815715, -73.364729)"
Fall 2018,Hampton Bays High School,332255,Hampton Bays,Suffolk,11946,87,10,12,<4,63,"Hampton Bays, NY 11946
(40.87769, -72.522404)"
Fall 2018,Harborfields High School,332182,Greenlawn,Suffolk,11740,97,27,25,11,34,"Greenlawn, NY 11740
(40.863553, -73.362943)"
Fall 2018,Hauppauge High School,332305,Hauppauge,Suffolk,11788,139,42,37,22,38,"Hauppauge, NY 11788
(40.817844, -73.210927)"
Fall 2018,Huntington High School,332490,Huntington,Suffolk,11743,139,22,25,8,84,"Huntington, NY 11743
(40.871218, -73.415539)"
Fall 2018,Islip High School,332525,Islip,Suffolk,11751,107,12,19,11,65,"Islip, NY 11751
(40.737542, -73.213996)"
Fall 2018,Kings Park High School,332695,Kings Park,Suffolk,11754,167,33,28,19,87,"Kings Park, NY 11754
(40.885947, -73.24573)"
Fall 2018,Lindenhurst High School,332825,Lindenhurst,Suffolk,11757,233,30,34,59,110,"Lindenhurst, NY 11757
(40.690158, -73.374734)"
Fall 2018,Longwood Senior High School,331478,Middle Island,Suffolk,11786,323,32,34,19,238,"Middle Island, NY 11786
(40.945452, -72.891282)"
Fall 2018,Madonna Heights High School,330700,Dix Hills,Suffolk,11746,<4,0,<4,0,<4,"Dix Hills, NY 11746
(40.815715, -73.364729)"
Fall 2018,Mattituck High School,333070,Mattituck,Suffolk,11952,44,5,7,5,27,"Mattituck, NY 11952
(40.995965, -72.540397)"
Fall 2018,Mc Gann - Mercy Diocesan High,334752,Hicksville,Suffolk,11801,22,<4,8,0,13,"Hicksville, NY 11801
(40.762643, -73.523021)"
Fall 2018,Mdq Academy,331182,Brentwood,Suffolk,11717,<4,<4,0,0,<4,"Brentwood, NY 11717
(40.78528, -73.247736)"
Fall 2018,Miller Place High School,333145,Miller Place,Suffolk,11764,103,21,15,8,59,"Miller Place, NY 11764
(40.942532, -72.987121)"
Fall 2018,Mount Sinai High School,333252,Mount Sinai,Suffolk,11766,95,27,19,5,44,"Mount Sinai, NY 11766
(40.931498, -73.012163)"
Fall 2018,Newfield High School,331283,Selden,Suffolk,11784,169,32,14,21,102,"Selden, NY 11784
(40.86939, -73.04142)"
Fall 2018,North Babylon High School,334193,North Babylon,Suffolk,11703,175,15,22,40,98,"North Babylon, NY 11703
(40.733915, -73.323802)"
Fall 2018,Northport High School,334205,Northport,Suffolk,11768,233,65,67,32,69,"Northport, NY 11768
(40.90693, -73.325918)"
Fall 2018,Our Savior New American Sch,331284,Centereach,Suffolk,11720,<4,0,0,0,<4,"Centereach, NY 11720
(40.871411, -73.081448)"
Fall 2018,Patchogue - Medford High Schoo,333093,Medford,Suffolk,11763,294,48,34,15,197,"Medford, NY 11763
(40.822436, -72.982416)"
Fall 2018,Pierson High School,334985,Sag Harbor,Suffolk,11963,22,<4,7,<4,11,"Sag Harbor, NY 11963
(40.976154, -72.305802)"
Fall 2018,Riverhead High School,334750,Riverhead,Suffolk,11901,140,17,10,7,106,"Riverhead, NY 11901
(40.932807, -72.64848)"
Fall 2018,Rocky Point High School,334887,Rocky Point,Suffolk,11778,156,19,32,5,100,"Rocky Point, NY 11778
(40.953638, -72.933657)"
Fall 2018,Sachem High School East,331884,Farmingville,Suffolk,11738,334,67,44,20,203,"Farmingville, NY 11738
(40.837174, -73.03891)"
Fall 2018,Sachem North High School,332762,Lake Ronkonkoma,Suffolk,11779,292,37,68,17,170,"Lake Ronkonkoma, NY 11779
(40.815879, -73.116858)"
Fall 2018,Saint Anthony'S High School,335215,South Huntington,Suffolk,11747,119,42,18,17,42,"South Huntington, NY 11747
(40.788271, -73.408441)"
Fall 2018,Saint John The Baptist Diocesa,335898,West Islip,Suffolk,11795,93,16,18,12,47,"West Islip, NY 11795
(40.711073, -73.298729)"
Fall 2018,Sayville High School,335075,West Sayville,Suffolk,11796,124,30,29,7,58,"West Sayville, NY 11796
(40.733415, -73.099289)"
Fall 2018,Shelter Island H. S.,335175,Shelter Island,Suffolk,11964,5,0,<4,<4,0,"Shelter Island, NY 11964
(41.06112, -72.32933)"
Fall 2018,Shoreham - Wading River High S,335186,Shoreham,Suffolk,11786,97,21,26,6,44,"Shoreham, NY 11786
(40.945452, -72.891282)"
Fall 2018,Smithtown Christian School,335219,Smithtown,Suffolk,11787,15,9,0,0,6,"Smithtown, NY 11787
(40.851681, -73.208486)"
Fall 2018,Smithtown High School East,335001,St. James,Suffolk,11780,202,54,26,22,100,"St. James, NY 11780
(40.885427, -73.164651)"
Fall 2018,Smithtown High School West,335221,Smithtown,Suffolk,11787,219,58,39,20,102,"Smithtown, NY 11787
(40.851681, -73.208486)"
Fall 2018,Southampton High School,335255,Southampton,Suffolk,11968,68,6,12,6,44,"Southampton, NY 11968
(40.905862, -72.411951)"
Fall 2018,Southold Jr. Sr. High School,335282,Southold,Suffolk,11971,27,<4,<4,9,10,"Southold, NY 11971
(41.058985, -72.422945)"
Fall 2018,Stony Brook School,335420,Stony Brook,Suffolk,11790,6,<4,<4,0,<4,"Stony Brook, NY 11790
(40.903493, -73.125725)"
Fall 2018,The Knox School,334995,Saint James,Suffolk,11780,<4,<4,0,<4,<4,"Saint James, NY 11780
(40.885427, -73.164651)"
Fall 2018,The Ross School,331703,East Hampton,Suffolk,11937,6,<4,<4,<4,<4,"East Hampton, NY 11937
(40.990944, -72.182673)"
Fall 2018,Upper Room Christian School,331639,Dix Hills,Suffolk,11746,11,<4,0,<4,9,"Dix Hills, NY 11746
(40.815715, -73.364729)"
Fall 2018,Victory Christian Academy,331722,East Patchogue,Suffolk,11772,<4,0,0,0,<4,"East Patchogue, NY 11772
(40.76922, -72.995552)"
Fall 2018,Walter G O'Connell Copiague Hi,331477,Copiague,Suffolk,11726,162,11,17,25,109,"Copiague, NY 11726
(40.680225, -73.396371)"
Fall 2018,Walt Whitman High School,332495,Huntington Sta,Suffolk,11746,223,41,32,39,111,"Huntington Sta, NY 11746
(40.815715, -73.364729)"
Fall 2018,Ward Melville High School,331740,East Setauket,Suffolk,11733,263,87,71,7,98,"East Setauket, NY 11733
(40.93232, -73.105)"
Fall 2018,West Babylon High School,330287,West Babylon,Suffolk,11704,158,23,35,36,64,"West Babylon, NY 11704
(40.718568, -73.35823)"
Fall 2018,Westhampton Beach High School,335885,Westhampton Beac,Suffolk,11978,84,17,13,7,47,"Westhampton Beac, NY 11978
(40.821119, -72.633315)"
Fall 2018,West Islip High School,335900,West Islip,Suffolk,11795,192,27,37,28,100,"West Islip, NY 11795
(40.711073, -73.298729)"
Fall 2018,William Floyd High School,333068,Mastic Beach,Suffolk,11951,257,21,25,13,198,"Mastic Beach, NY 11951
(40.76555, -72.844256)"
Fall 2018,Wyandanch Memorial High School,336033,Wyandanch,Suffolk,11798,65,<4,<4,19,40,"Wyandanch, NY 11798
(40.752907, -73.365346)"
